feature,freq
wordt gebruikt door stoere mannen,4
wordt gebruikt door vaklui,9
wordt gebruikt door veel jongeren,15
wordt gebruikt door werklui,13
wordt gebruikt in combinatie met een hamer,27
wordt gebruikt in de landbouw,22
wordt gebruikt in de sneeuw,14
wordt gebruikt in de tuin,37
wordt gebruikt in de winter,12
wordt gebruikt in de zomer,9
wordt gebruikt in een gevecht,44
wordt gebruikt in een restaurant,9
wordt gebruikt in folkmuziek,7
wordt gebruikt in het leger,40
wordt gebruikt in spelletjes,7
wordt gebruikt in traditionele muziek,4
wordt gebruikt in water,4
wordt gebruikt met pijlen,13
wordt gebruikt om af te drogen,21
wordt gebruikt om af te wassen,8
wordt gebruikt om bomen om te hakken,14
wordt gebruikt om cornflakes uit te eten,7
wordt gebruikt om dingen in te mengen,17
wordt gebruikt om dingen te openen,12
wordt gebruikt om dingen vast te maken,8
wordt gebruikt om een overval te plegen,4
wordt gebruikt om een reis rond de wereld te maken,8
wordt gebruikt om er netter uit te zien,4
wordt gebruikt om eten koel te houden,13
wordt gebruikt om grond te bewerken,14
wordt gebruikt om het verkeer te regelen,16
wordt gebruikt om iets af te gieten,21
wordt gebruikt om iets mee door te zagen,8
wordt gebruikt om iets vast te grijpen,4
wordt gebruikt om iets warms op te zetten,4
wordt gebruikt om iets weg te schieten,8
wordt gebruikt om ijzer te vijlen,4
wordt gebruikt om koffie te maken,30
wordt gebruikt om mee te eten,58
wordt gebruikt om naar andere planeten te vliegen,21
wordt gebruikt om naar de maan te vliegen,14
wordt gebruikt om oorlog te voeren,108
wordt gebruikt om soep te maken,12
wordt gebruikt om te jagen,55
wordt gebruikt om te kuisen/poetsen,21
wordt gebruikt om te martelen,6
wordt gebruikt om te moorden,35
wordt gebruikt om te olieën,11
wordt gebruikt om te racen,16
wordt gebruikt om te reizen,32
wordt gebruikt om te scheppen,8
wordt gebruikt om te speerwerpen,5
wordt gebruikt om te steken,12
wordt gebruikt om te straffen,10
wordt gebruikt om te temmen,5
wordt gebruikt om te vissen,4
wordt gebruikt om te zuiveren,9
wordt gebruikt om vlees te snijden,11
wordt gebruikt om zich onzichtbaar te verplaatsen,5
wordt gebruikt om zware voorwerpen op te heffen,16
wordt gebruikt op de boerderij,8
wordt gebruikt op een schans (of ramp),13
wordt gebruikt op feestjes,9
wordt gebruikt tijdens de oorlog,24
wordt gebruikt voor SM,4
wordt gebruikt voor jazz-muziek,31
wordt gebruikt voor korte afstanden,4
wordt gebruikt voor lange afstanden,17
wordt gebruikt voor onderzoek,4
wordt gebruikt voor popmuziek,10
wordt gebruikt voor ramen,24
wordt gebruikt voor safari,6
wordt gebruikt voor school,7
wordt gebruikt voor spaghetti,12
wordt gebruikt voor wedstrijden,14
wordt gecombineerd met andere instrumenten,7
wordt gedragen als accessoire,23
wordt gedragen bij een pak,4
wordt gedragen door een bokser,7
wordt gedragen door mensen,15
wordt gedragen door vrouwen,103
wordt gedragen door zakenlui,7
wordt gedragen op een feest,21
wordt gegooid,20
wordt gelanceerd,5
wordt gemaakt in een fabriek,17
wordt gemaakt van een boom,9
wordt geslepen,8
wordt gespeeld bij de zigeuners,9
wordt gestreken,4
wordt getrokken door een traktor,11
wordt in de keuken gebruikt,354
wordt in de mond gestoken,4
wordt in een kist opgeborgen,9
wordt in huis gebruikt,4
wordt in veel muziekgenres gebruikt,5
wordt in verschillende culturen gebruikt,5
wordt meestal 's morgens gebruikt,21
wordt meestal bespeeld door mannen,9
wordt meestal door mama's gebruikt,9
wordt meestal in de herfst gebruikt,6
wordt meestal in een klas gebruikt,6
wordt met de handen bespeeld,16
wordt met een hamer ergens in geklopt,14
wordt met twee handen bespeeld,5
wordt na het wassen gebruikt,6
wordt niet veel gebruikt,19
wordt onder je bord gelegd,7
wordt onderverdeeld in A-klasse en B-klasse,4
wordt ook gebruikt door scheidsrechters,4
wordt op een galabal gedragen,4
wordt opgeborgen in kelder,4
wordt solo gebruikt,5
wordt soms gebruikt om spijkers ergens uit te halen,12
wordt soms gebruikt om zang te begeleiden,4
wordt vaak beschilderd met grafitti,6
wordt vaak bespeeld in een kerk,26
wordt vaak gebruikt,10
wordt vaak gebruikt aan het kampvuur,14
wordt vaak gebruikt bij blues,7
wordt vaak gebruikt door straatmuzikanten,6
wordt vaak gestolen,8
wordt vaak overvallen,4
wordt van zand gemaakt,12
wordt veel door studenten gebruikt,9
wordt veel gedragen,4
wordt veel gedragen op het strand,6
wordt verkocht in brico,4
wordt verkocht in doehetzelf zaak,13
wordt verkocht in gamma,5
wordt verkocht in kledingswinkels,38
wordt vooral bespeeld door meisjes,5
wordt vooral bespeeld door oudere mensen,5
wordt vooral gebruikt bij mooi weer,10
wordt vooral gebruikt door jongens,7
wordt vooral gebruikt door vrouwen,21
wordt vooral gebruikt voor groenten,16
wordt voortgetrokken door honden,5
wordt voortgetrokken door paarden,39
wordt voortgetrokken door rendieren,4
wordt warm,75
wordt weggegooid,7
wordt weinig bespeeld,27
ze spelen het op straat soms,5
ze worden vaak gedragen met bijhorende sjaal,5
zet je op het vuur,28
zie je veel in schoonheidssalons,6
zie je vooral aan de kust,21
ziet er sportief uit,5
zijn een soort schoenen,4
zit gemakkelijk,16
zit in de gereedschapskist,44
zit los,5
zit meestal overvol,5
zit strak,8
zorgt ervoor dat je dingen kan opvangen,6
zorgt ervoor dat je kleren niet vuil worden,25
zorgt ervoor dat je niet naakt bent,5
zowel groot als klein,6
zowel handen als voeten worden gebruikt,4
zuigt stof,13
zweeft,6
